name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Nissan Leaf,https://www.autotrader.co.uk/dealers/middlesex/cricklewood/renault-staples-corner-21083,"£14,990",36003,,Automatic,Electric,,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk,"£9,450",137000,,Automatic,Electric,,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk,"£9,490",46450,,Automatic,Electric,3,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/northamptonshire/peterborough/big-motoring-world-10033152,"£12,900",57824,109,Automatic,Electric,4,Hatchback,ULEZ,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/staffordshire/wolverhampton/v12-sports-classics-ltd-wolverhampton-10007161,"£11,300",71560,,Automatic,Electric,,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/essex/grays/fusion-motors-ltd-10019605,"£14,500",8090,,Automatic,Electric,2,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk,"£13,950",43750,,Automatic,Electric,2,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/essex/ilford/xcl-motors-ltd-10009195,"£11,570",53000,,Automatic,Electric,,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk,"£11,500",60000,,Automatic,Electric,4,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/hampshire/lymington/forecourt-e-ltd-10034725,"£14,475",39000,,Automatic,Electric,2,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/somerset/wellington/wellington-nissan-10030909,"£13,808",31656,,Automatic,Electric,,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£14,799",38497,107,Automatic,Electric,,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/surrey/epsom/wilsons-nissan-753352,"£13,194",44831,109,Automatic,Electric,3,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/nottinghamshire/mansfield/evans-halshaw-nissan-mansfield-77642,"£14,430",33804,,Automatic,Electric,,Hatchback,,,2016 (16 reg)
