name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Nissan X-Trail,https://www.autotrader.co.uk/dealers/devon/barnstaple/barnstaple-mot-centre-and-car-sales-687061,"£6,250",62849,,Automatic,Diesel,3,SUV,,2.0L,2008 (08 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£3,390",127350,,Manual,Diesel,2,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/cambridgeshire/peterborough/stanground-autos-4923,"£2,999",154039,,Manual,Diesel,,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/northamptonshire/peterborough/shef-motors-ltd-10023907,"£5,500",69636,,Automatic,Diesel,,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/berkshire/thatcham/thatcham-motor-company-ltd-10009910,"£6,394",64780,,Automatic,Diesel,2,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£4,750",144828,,Automatic,Petrol,2,SUV,ULEZ,2.5L,2009 (59 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/west-yorkshire/bradford/km-premium-motors-ltd-10030330,"£3,695",122980,,Manual,Diesel,,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£4,500",90008,,Manual,Diesel,3,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£3,750",119399,,Automatic,Diesel,2,SUV,,2.0L,2009 (58 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£3,995",86339,,Manual,Diesel,3,SUV,,2.0L,2009 (59 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/devon/totnes/totnes-car-sales-967246,"£4,995",75778,,Manual,Diesel,5,SUV,,2.0L,2009 (58 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/kent/teynham/autoroute-car-centre-16860,"£3,000",148000,,Manual,Diesel,,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£3,750",90634,,Manual,Petrol,6,SUV,ULEZ,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/staffordshire/burton-on-trent/kings-bromley-car-centre-10001137,"£8,089",40000,,Manual,Diesel,,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£4,495",114501,,Manual,Diesel,3,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£6,650",68287,,Manual,Diesel,3,SUV,,2.0L,2009 (59 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/lancashire/bolton/merit-motors-10031912,"£4,990",115000,,Manual,Diesel,3,SUV,,2.0L,2009 (09 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/gloucestershire/bristol/avanti-automotive-limited-10005553,"£8,495",56906,,Manual,Diesel,3,SUV,,2.0L,2009 (59 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/midlothian/edinburgh/millennium-motors-16540,"£6,295",82922,171,Manual,Diesel,,SUV,,2.0L,2009 (58 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/mid-glamorgan/hengoed/new-road-motors-10003294,"£5,000",93000,,Automatic,Diesel,2,SUV,,2.0L,2009 (59 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/county-durham/seaham/d-h-car-sales-417130,"£2,499",153000,,Manual,Diesel,2,SUV,,2.0L,2009 (58 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/west-yorkshire/dewsbury/calder-motors-10031593,"£3,850",116000,,Manual,Diesel,3,SUV,,2.0L,2009 (58 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/derbyshire/ilkeston/net-cars-ilkeston-501827,"£5,499",90000,,Manual,Diesel,,SUV,,2.0L,2010 (10 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/leicestershire/leicester/the-car-yard-ltd-10029089,"£4,195",144244,,Manual,Diesel,,SUV,,2.0L,2010 (60 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/worcestershire/birmingham/imperial-motors-10028847,"£8,500",60000,,Automatic,Diesel,4,SUV,,2.0L,2010 (60 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/northamptonshire/towcester/c-g-r-car-sales-50002,"£9,000",60000,,Manual,Diesel,2,SUV,,2.0L,2010 (60 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/lancashire/bury/cartrix-10028205,"£4,475",130000,,Manual,Diesel,,SUV,,2.0L,2010 (10 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/west-yorkshire/halifax/clifby-motor-centre-10018905,"£4,185",144000,,Manual,Diesel,,SUV,,2.0L,2010 (60 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/west-yorkshire/halifax/clifby-motor-centre-10018905,"£3,485",130000,,Manual,Diesel,,SUV,,2.0L,2010 (10 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/greater-manchester/ashton-under-lyne/ashton-quality-cars-ltd-7157,"£4,395",105000,,Manual,Diesel,,SUV,,2.0L,2010 (59 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/south-yorkshire/sheffield/excellent-cars-126293,"£5,985",99000,,Automatic,Diesel,,SUV,,2.0L,2010 (59 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/lancashire/burnley/autobarn-motor-company-ltd-10034347,"£5,990",100138,,Automatic,Diesel,,SUV,,2.0L,2010 (60 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/south-yorkshire/rotherham/r-and-r-cars-10027229,"£5,995",117000,,Manual,Diesel,5,SUV,,2.0L,2010 (60 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/midlothian/edinburgh/millennium-motors-16540,"£5,495",119000,,Manual,Diesel,,SUV,,2.0L,2010 (60 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/staffordshire/tamworth/sovereign-motor-company-19216,"£5,499",103000,,Manual,Diesel,2,SUV,,2.0L,2010 (10 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£7,090",90000,,Manual,Diesel,4,SUV,,2.0L,2010 (10 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£6,900",76163,,Manual,Diesel,2,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/east-sussex/st-leonards-on-sea/imperial-motor-company-ltd-20039,"£7,995",89000,,Manual,Diesel,,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/west-yorkshire/keighley/modern-classic-cars-10020663,"£4,989",127000,,Manual,Diesel,4,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/hampshire/fareham/cars-of-fareham-490271,"£7,495",100000,,Manual,Diesel,,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/greater-london/london/m-j-autos-limited-697976,"£6,590",94967,,Manual,Diesel,4,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/yorkshire/leeds/md-car-shop-ltd-10034829,"£3,489",133000,,Manual,Diesel,2,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/west-yorkshire/wakefield/px-cars-ltd-10028592,"£4,395",134000,,Manual,Diesel,2,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/cambridgeshire/huntingdon/d-w-smith-motors-123750,"£8,495",80000,,Manual,Diesel,,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/devon/plymouth/too-good-to-auction-plymouth-660179,"£7,995",64580,,Manual,Diesel,2,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/lancashire/ashton-under-lyne/silverstone-motor-group-ltd-10031393,"£5,685",120000,,Automatic,Diesel,,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/northamptonshire/peterborough/mega-car-shop-10034070,"£12,490",31780,,Manual,Diesel,2,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/devon/ivybridge/ivybridge-trade-centre-282489,"£5,475",132000,,Manual,Diesel,,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/lancashire/wigan/alpha-motors-8035,"£7,490",98842,,Manual,Diesel,3,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/county-durham/newton-aycliffe/ramseys-ltd-8807,"£6,918",88407,,Manual,Diesel,,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/yorkshire/leeds/bramley-automotive-10033427,"£7,990",80000,,Automatic,Diesel,3,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/lancashire/fleetwood/poolfoot-car-centre-2838,"£7,995",85000,,Manual,Diesel,,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/county-armagh/craigavon/mcwilliams-car-sales-154372,"£6,500",121576,,Automatic,Diesel,2,SUV,,2.0L,
Nissan X-Trail,https://www.autotrader.co.uk,"£6,750",115062,,Automatic,Diesel,2,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk,"£5,990",92800,,Manual,Diesel,2,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/hampshire/aldershot/north-lane-garage-ltd-19771,"£4,299",153000,,Manual,Diesel,2,SUV,,2.0L,2011 (61 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/derbyshire/derby/c-f-vehicle-wholesale-limited-44942,"£8,995",75000,,Manual,Diesel,2,SUV,ULEZ,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/leicestershire/market-harborough/protheroes-91335,"£9,995",65000,,Manual,Diesel,2,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/yorkshire/sheffield/woodhouse-mill-car-sales-10001474,"£6,295",107018,,Manual,Diesel,2,SUV,,2.0L,2011 (11 reg)
Nissan X-Trail,https://www.autotrader.co.uk/dealers/west-lothian/bathgate/guildauto-ltd-10002841,"£5,695",111070,,Manual,Diesel,2,SUV,,2.0L,2011 (61 reg)
