name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Nissan Navara,https://www.autotrader.co.uk/dealers/tyne-and-wear/whitley-bay/oakwood-specialist-cars-26318,"£10,995",78478,,Manual,Diesel,,Pickup,,2.5L,2012 (12 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/county-antrim/ballyclare/affordable-cars-and-commercials-10015701,"£8,595",103000,185,Manual,Diesel,3,Pickup,,2.5L,
Nissan Navara,https://www.autotrader.co.uk/dealers/gloucestershire/lydney/country-lodge-cars-10013970,"£9,225",92000,,Manual,Diesel,2,Pickup,,2.5L,2012 (62 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/essex/maldon/arrow-auto-services-629108,"£10,995",61000,,Automatic,Diesel,,Pickup,,2.5L,2012 (62 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/south-yorkshire/doncaster/motors2go-ltd-10002219,"£8,495",104000,,Automatic,Diesel,,Pickup,,2.5L,2012 (12 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/west-yorkshire/pudsey/yorkshire-trade-sales-10024253,"£8,450",148000,,Manual,Diesel,,Pickup,,2.5L,2012 (12 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/norfolk/norwich/carscene-ltd-9789,"£11,999",76000,,Automatic,Diesel,,Pickup,,2.5L,2012 (62 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/bedfordshire/luton/select-cars-10017795,"£5,495",174000,,Manual,Diesel,,Pickup,,2.5L,2013 (63 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/bedfordshire/luton/drive-right-luton-ltd-10012388,"£6,995",93620,,Manual,Diesel,,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/bedfordshire/bedford/auto-select-bedford-ltd-10004677,"£9,990",79000,,Manual,Diesel,,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/leicestershire/lutterworth/tll-car-and-van-sales-10025992,"£9,979",92000,,Automatic,Diesel,2,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk,"£6,350",92000,,Manual,Diesel,3,Pickup,,2.5L,2013 (62 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/kent/dartford/dartford-car-4x4-centre-ltd-9256,"£8,995",130752,,Manual,Diesel,2,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/cheshire/crewe/car-manor-10023389,"£9,990",65000,,Manual,Diesel,2,Pickup,,2.5L,2013 (62 reg)
Nissan Navara,https://www.autotrader.co.uk,"£6,950",127000,,Automatic,Diesel,,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/buckinghamshire/slough/colnbrook-car-sales-limited-10012732,"£10,589",122969,,Automatic,Diesel,,Pickup,,3.0L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/east-sussex/st-leonards-on-sea/imperial-motor-company-ltd-20039,"£12,995",74000,,Automatic,Diesel,,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk,"£8,500",85395,,Manual,Diesel,2,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/cheshire/winsford/repossessions-uk-16447,"£7,499",121294,,Manual,Diesel,4,Pickup,,2.5L,2013 (63 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/cambridgeshire/peterborough/js-van-centre-65856,"£8,499",145936,,Manual,Diesel,2,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/dorset/wimborne/wimborne-car-sales-ltd-10012702,"£12,995",70000,,Automatic,Diesel,2,Pickup,,2.5L,2013 (62 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/leicestershire/loughborough/fg-cars-loughborough-649267,"£11,478",79372,,Manual,Diesel,3,Pickup,,2.5L,2013 (63 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/worcestershire/birmingham/dk-motors-10032236,"£7,499",145759,,Automatic,Diesel,,Pickup,,3.0L,2013 (62 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/cheshire/crewe/holmes-chapel-cars-10026122,"£11,991",78000,,Manual,Diesel,4,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/nottinghamshire/nottingham/the-car-arena-10006753,"£9,894",102000,,Automatic,Diesel,2,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/norfolk/holt/crayford-abbs-limited-728192,"£15,495",51645,,Automatic,Diesel,4,Pickup,,3.0L,2013 (63 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/yorkshire/sheffield/e-s-a-automotive-10018106,"£11,340",75000,,Automatic,Diesel,,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/south-yorkshire/sheffield/the-car-megastore-hillsborough-10004988,"£13,000",61188,,Manual,Diesel,,Pickup,,2.5L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/lancashire/oldham/manchester-vehicle-specialist-ltd-10029829,"£13,250",84220,,Automatic,Diesel,2,Pickup,,3.0L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk,"£7,995",165000,,Manual,Diesel,,Pickup,,2.5L,2013 (62 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/hampshire/bordon/tmc-motors-10005862,"£15,000",81511,,Automatic,Diesel,,Pickup,,3.0L,2013 (13 reg)
Nissan Navara,https://www.autotrader.co.uk,"£9,990",119000,,Manual,Diesel,,Pickup,,2.5L,2013 (63 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/shropshire/bridgnorth/monarch-vehicles-sales-limited-10024150,"£13,200",106500,,Automatic,Diesel,2,Pickup,,3.0L,2013 (63 reg)
Nissan Navara,https://www.autotrader.co.uk/dealers/lancashire/nelson/peter-reeves-ltd-28278,"£11,370",107267,,Manual,Diesel,4,Pickup,,2.5L,2013 (63 reg)
